"celltype","ID","Description","NES","pvalue","p.adjust","qvalue","setSize","core_enrichment"
"IFN_activated_DC","GO:0003012","muscle system process",2.37053170283385,1e-10,2.36125e-08,2.14530696650009e-08,146,"RPL11/RPL30/RPL5/RPL32/RPL18/RPL10/RPL9/RPL7/RPL6/FOXO1/RPL4/RPL18A/RPL36A/RPL34/AKAP9/RPL29/PABPN1/RPL24/RPL17/RPL19/GRK2/RPL12/YY1/GNAS/SRF/RPL21/RPL10A/RPL7A/EEF2/RPLP2/APBB1/PRKACA/RPL35A/RPL28/RPL39/RPL31/RPL36/RPLP0/RPL23/BIN1/RANGRF/RPL8/MAP2K1/RPL35/RPL13/RPL15/GSTM2/KCNQ1/TNFRSF1A/UBA52/RPL14/RPL41/CHRNB1/TOMM70/ARRB1/C12orf57/GSTO1/NOTCH1/RPL38/CALM3"
"IFN_activated_DC","GO:0061061","muscle structure development",2.28580763569235,1e-10,2.36125e-08,2.14530696650009e-08,223,"RPL11/RPL30/RPL5/RPL32/RPL18/RPL10/RPL9/RPL7/RPL6/OLFM2/ZFP36L1/RPL4/RPL18A/NACA/RPL36A/RPL34/RPL29/RPL24/RPL17/RPL19/RPL12/YY1/SRF/SMARCB1/CD81/TMEM204/OBSCN/RPL21/RPL10A/RPL7A/EEF2/ZNF609/RPLP2/ACTN1/PDLIM2/RPL35A/RPL28/RPL39/RPL31/RPL36/RPLP0/RPL23/BIN1/NOG/ID3/MTLN/FLII/CDK9/LRRC8A/KDM6B/CTNNB1/RPL8/RPL35/KDM1A/ZFPM1/ZBTB18/RPL13/PLEKHO1/PPARD/CSRP1/RPL15/TGFBR1/CASP7/SOX4/SMARCA4/UBA52/QKI/RPL14/RPL41/CHRNB1/WDR1/TOMM70/NOTCH1/REST/MEF2D/RPL38"
"Cytotoxic_NK_gamma_delta_T","GO:0034242","negative regulation of syncytium formation by plasma membrane fusion",2.9802598383081,1e-10,2.47714285714286e-08,1.77235695122861e-08,45,"RPL7/RPL4/RPL31/RPL36A/RPL6/RPL5/RPLP2/RPL11/RPL21/RPL9/RPL23/RPL32/RPL17/RPL34/RPL10A/RPL24/RPL38/RPL18/RPL35A/RPL39/RPL12/RPL30/RPL10/RPL7A/RPL37/RPL15/RPL35/RPL27/RPL18A/RPL41/RPL19/RPL36/UBA52/RPL29/RPL13/RPL13A/RPL23A"
"Cytotoxic_NK_gamma_delta_T","GO:1901740","negative regulation of myoblast fusion",2.9802598383081,1e-10,2.47714285714286e-08,1.77235695122861e-08,45,"RPL7/RPL4/RPL31/RPL36A/RPL6/RPL5/RPLP2/RPL11/RPL21/RPL9/RPL23/RPL32/RPL17/RPL34/RPL10A/RPL24/RPL38/RPL18/RPL35A/RPL39/RPL12/RPL30/RPL10/RPL7A/RPL37/RPL15/RPL35/RPL27/RPL18A/RPL41/RPL19/RPL36/UBA52/RPL29/RPL13/RPL13A/RPL23A"
"Cytotoxic_NK_gamma_delta_T","GO:1901739","regulation of myoblast fusion",2.88711308240891,1e-10,2.47714285714286e-08,1.77235695122861e-08,51,"RPL7/RPL4/RPL31/RPL36A/RPL6/RPL5/RPLP2/RPL11/RPL21/RPL9/RPL23/RPL32/RPL17/RPL34/RPL10A/RPL24/RPL38/RPL18/RPL35A/RPL39/RPL12/RPL30/RPL10/RPL7A/RPL37/RPL15/RPL35/RPL27/RPL18A/RPL41/RPL19/RPL36/UBA52/RPL29/RPL13/RPL13A/RPL23A"
"Cytotoxic_NK_gamma_delta_T","GO:0007520","myoblast fusion",2.83653756805046,1e-10,2.47714285714286e-08,1.77235695122861e-08,54,"RPL7/RPL4/RPL31/RPL36A/RPL6/RPL5/RPLP2/RPL11/RPL21/CD81/RPL9/RPL23/RPL32/RPL17/RPL34/RPL10A/RPL24/RPL38/RPL18/RPL35A/RPL39/RPL12/RPL30/RPL10/RPL7A/RPL37/RPL15/RPL35/RPL27/RPL18A/RPL41/RPL19/RPL36/UBA52"
"Cytotoxic_NK_gamma_delta_T","GO:0000768","syncytium formation by plasma membrane fusion",2.82481390454473,1e-10,2.47714285714286e-08,1.77235695122861e-08,56,"RPL7/RPL4/RPL31/RPL36A/RPL6/RPL5/RPLP2/RPL11/RPL21/CD81/RPL9/RPL23/RPL32/RPL17/RPL34/RPL10A/RPL24/RPL38/RPL18/RPL35A/RPL39/RPL12/RPL30/RPL10/RPL7A/RPL37/RPL15/RPL35/RPL27/RPL18A/RPL41/RPL19/RPL36/UBA52"
"Cytotoxic_NK_gamma_delta_T","GO:0006949","syncytium formation",2.82481390454473,1e-10,2.47714285714286e-08,1.77235695122861e-08,56,"RPL7/RPL4/RPL31/RPL36A/RPL6/RPL5/RPLP2/RPL11/RPL21/CD81/RPL9/RPL23/RPL32/RPL17/RPL34/RPL10A/RPL24/RPL38/RPL18/RPL35A/RPL39/RPL12/RPL30/RPL10/RPL7A/RPL37/RPL15/RPL35/RPL27/RPL18A/RPL41/RPL19/RPL36/UBA52"
"Cytotoxic_NK_gamma_delta_T","GO:0140253","cell-cell fusion",2.82481390454473,1e-10,2.47714285714286e-08,1.77235695122861e-08,56,"RPL7/RPL4/RPL31/RPL36A/RPL6/RPL5/RPLP2/RPL11/RPL21/CD81/RPL9/RPL23/RPL32/RPL17/RPL34/RPL10A/RPL24/RPL38/RPL18/RPL35A/RPL39/RPL12/RPL30/RPL10/RPL7A/RPL37/RPL15/RPL35/RPL27/RPL18A/RPL41/RPL19/RPL36/UBA52"
"Cytotoxic_NK_gamma_delta_T","GO:0014902","myotube differentiation",2.8239831897209,1e-10,2.47714285714286e-08,1.77235695122861e-08,65,"RPL7/RPL4/RPL31/RPL36A/RPL6/RPL5/RPLP2/RPL11/RPL21/CD81/RPL9/RPL23/RPL32/RPL17/MAML1/RPL34/RPL10A/RPL24/RPL38/RPL18/RPL35A/RPL39/RPL12/RPL30/RPL10/RPL7A/RPL37/HDAC5/PPP3CB/RPL15/RPL35/RPL27/RPL18A/RPL41/NACA/RPL19/RPL36/UBA52/RPL29/RPL13/RPL13A/SKI/RPL23A"
"Cytotoxic_NK_gamma_delta_T","GO:0006941","striated muscle contraction",2.79164376064236,1e-10,2.47714285714286e-08,1.77235695122861e-08,74,"RPL7/RPL4/RPL31/RPL36A/RPL6/RPL5/RPLP2/RPL11/RPL21/GNAS/C12orf57/RPL9/SRI/RPL23/BIN1/RPL32/AKAP9/GRK2/RPL17/RPL34/RPL10A/RPL24/EEF2/RPL38/RPL18/RPL35A/HSP90AA1/RPL39/RPL12/RPL30/RPL10/RPL7A/RPL37/RPL15/RPL35/RPL27/RPL18A/RPL41/RPL19/RPL36/UBA52"
"Cytotoxic_NK_gamma_delta_T","GO:0060142","regulation of syncytium formation by plasma membrane fusion",2.77502624246518,1e-10,2.47714285714286e-08,1.77235695122861e-08,52,"RPL7/RPL4/RPL31/RPL36A/RPL6/RPL5/RPLP2/RPL11/RPL21/RPL9/RPL23/RPL32/RPL17/RPL34/RPL10A/RPL24/RPL38/RPL18/RPL35A/RPL39/RPL12/RPL30/RPL10/RPL7A/RPL37/RPL15/RPL35/RPL27/RPL18A/RPL41/RPL19/RPL36/UBA52/RPL29/RPL13/RPL13A/RPL23A/RPL37A/RPL14/MAPK14/RPL8/TYROBP"
"Cytotoxic_NK_gamma_delta_T","GO:0006936","muscle contraction",2.63359763252485,1e-10,2.47714285714286e-08,1.77235695122861e-08,103,"RPL7/RPL4/RPL31/RPL36A/RPL6/RPL5/RPLP2/RPL11/RPL21/GNAS/C12orf57/RPL9/SRI/RPL23/BIN1/RPL32/AKAP9/GRK2/RPL17/RPL34/RPL10A/RPL24/EEF2/RPL38/RPL18/RPL35A/HSP90AA1/RPL39/RPL12/RPL30/RPL10/RPL7A/RPL37/TMOD3/RPL15/RPL35/RPL27/APBB1/RPL18A/RPL41/PABPN1/MAP2K1/RPL19/RPL36/UBA52"
"Cytotoxic_NK_gamma_delta_T","GO:0002181","cytoplasmic translation",2.60838142644414,1e-10,2.47714285714286e-08,1.77235695122861e-08,174,"RPL7/EIF2D/RPL4/RPS10/RPS24/RPL31/RPL36A/RPL6/RPL5/RPLP2/RPS20/RPL22/RPS2/RPL11/RPL21/RPS28/RPL9/PABPC1/RPL23/RPS15A/EEF1D/HNRNPU/RPL32/RPL26/DDRGK1/RPS27A/RPL17/RPL34/RPS7/RPS23/RPS14/RPL10A/RPL24/EEF2/RPL38/RPL18/RPL35A/RPS21/RPS16/RPS13/RPL39/RACK1/RPL12/RPL30/RPL10/RPL7A/RPL37/RPS8/RPS12/ASCC2/RPL15/RPL35/RPL27/RPL18A/RPL41/RPSA/RPS3A/RNF25/RPS25/RPL19/RPL36/UBA52/NCBP1/RPS4X/RPS3/RPS19/RPS6/RPL29/RPL13/RPL13A/USP10/ZC3H15/DHX9/RPS15/RPL23A/RPS9"
"Cytotoxic_NK_gamma_delta_T","GO:0051146","striated muscle cell differentiation",2.60525068034265,1e-10,2.47714285714286e-08,1.77235695122861e-08,89,"RPL7/RPL4/RPL31/RPL36A/RPL6/RPL5/RPLP2/RPL11/RPL21/CD81/RPL9/RPL23/RPL32/RPL17/FLII/MAML1/RPL34/RPL10A/RPL24/RPL38/RPL18/RPL35A/RPL39/RPL12/RPL30/RPL10/MTLN/RPL7A/RPL37/HDAC5/TMOD3/PPP3CB/RPL15/RPL35/RPL27/RPL18A/RPL41/NACA/RPL19/RPL36/UBA52/SIRT6/RPL29/RPL13/RPL13A/TGFB1/SKI/RPL23A/PDLIM5"
"Cytotoxic_NK_gamma_delta_T","GO:0042692","muscle cell differentiation",2.57272090720764,1e-10,2.47714285714286e-08,1.77235695122861e-08,118,"RPL7/RPL4/RPL31/RPL36A/RPL6/RPL5/RPLP2/RPL11/RPL21/CD81/RPL9/RPL23/BIN1/QKI/RPL32/RPL17/FLII/MAML1/RPL34/ID2/RPL10A/RPL24/ACTN1/RPL38/RPL18/RPL35A/RPL39/ACTN4/RPL12/RPL30/PTBP1/RPL10/MTLN/RPL7A/RPL37/HDAC5/TMOD3/PPP3CB/RPL15/RPL35/RPL27/RPL18A/ZNHIT1/RPL41/TMEM204/NACA/RPL19/RPL36/UBA52/SIRT6/RPL29/RPL13/RPL13A/TGFB1/SKI/RPL23A/CCNT2/PDLIM5/SYNE1/MRTFA/WDR1/MECP2/RPL37A/RPL14/MAPK14/RPL8"
"Cytotoxic_gamma_delta_T","GO:0034242","negative regulation of syncytium formation by plasma membrane fusion",2.93296123507694,1e-10,4.71444444444444e-08,3.50131560322325e-08,46,"RPL31/RPL9/RPL21/RPL36A/RPL30/RPL19/RPLP2/RPL7A/RPL23/RPL14/RPL6/RPL12/RPL11/RPL28/RPL5/RPL7/RPL27/UBA52/RPL18/RPL29/RPL37/RPL39/RPL34/RPL15/RPL32/RPL13/RPL41/RPL36/RPL17/RPL35A/RPL38/RPL10/RPL8/RPL24/RPL18A/RPL35/RPLP0"
"Cytotoxic_gamma_delta_T","GO:1901740","negative regulation of myoblast fusion",2.93296123507694,1e-10,4.71444444444444e-08,3.50131560322325e-08,46,"RPL31/RPL9/RPL21/RPL36A/RPL30/RPL19/RPLP2/RPL7A/RPL23/RPL14/RPL6/RPL12/RPL11/RPL28/RPL5/RPL7/RPL27/UBA52/RPL18/RPL29/RPL37/RPL39/RPL34/RPL15/RPL32/RPL13/RPL41/RPL36/RPL17/RPL35A/RPL38/RPL10/RPL8/RPL24/RPL18A/RPL35/RPLP0"
"Cytotoxic_gamma_delta_T","GO:0060142","regulation of syncytium formation by plasma membrane fusion",2.8307470357499,1e-10,4.71444444444444e-08,3.50131560322325e-08,53,"RPL31/RPL9/RPL21/RPL36A/RPL30/RPL19/RPLP2/RPL7A/RPL23/RPL14/RPL6/RPL12/RPL11/RPL28/TYROBP/RPL5/RPL7/RPL27/PLEKHO1/UBA52/CAPN2/RPL18/RPL29/RPL37/RPL39/RPL34/RPL15/RPL32/RPL13/RPL41/RPL36/RPL17/RPL35A/RPL38/RPL10/RPL8/RPL24/RPL18A/RPL35/RPLP0"
"Cytotoxic_gamma_delta_T","GO:1901739","regulation of myoblast fusion",2.79291840903795,1e-10,4.71444444444444e-08,3.50131560322325e-08,52,"RPL31/RPL9/RPL21/RPL36A/RPL30/RPL19/RPLP2/RPL7A/RPL23/RPL14/RPL6/RPL12/RPL11/RPL28/RPL5/RPL7/RPL27/PLEKHO1/UBA52/CAPN2/RPL18/RPL29/RPL37/RPL39/RPL34/RPL15/RPL32/RPL13/RPL41/RPL36/RPL17/RPL35A/RPL38/RPL10/RPL8/RPL24/RPL18A/RPL35/RPLP0"
"Cytotoxic_gamma_delta_T","GO:0007520","myoblast fusion",2.78293024074512,1e-10,4.71444444444444e-08,3.50131560322325e-08,56,"RPL31/RPL9/RPL21/RPL36A/RPL30/RPL19/CD81/RPLP2/RPL7A/RPL23/RPL14/RPL6/RPL12/RPL11/RPL28/RPL5/RPL7/RPL27/PLEKHO1/UBA52/CAPN2/RPL18/RPL29/RPL37/RPL39/RPL34/RPL15/RPL32/DOCK5/RPL13/RPL41/RPL36/RPL17/RPL35A/RPL38/RPL10/RPL8/RPL24/RPL18A/RPL35/RPLP0"
"Cytotoxic_gamma_delta_T","GO:0000768","syncytium formation by plasma membrane fusion",2.73077677432978,1e-10,4.71444444444444e-08,3.50131560322325e-08,58,"RPL31/RPL9/RPL21/RPL36A/RPL30/RPL19/CD81/RPLP2/RPL7A/RPL23/RPL14/RPL6/RPL12/RPL11/RPL28/TYROBP/RPL5/RPL7/RPL27/PLEKHO1/UBA52/CAPN2/RPL18/RPL29/RPL37/RPL39/RPL34/RPL15/RPL32/DOCK5/RPL13/RPL41/RPL36/RPL17/RPL35A/RPL38/RPL10/RPL8/RPL24/RPL18A/RPL35/RPLP0"
