"celltype","ID","Description","NES","pvalue","p.adjust","qvalue","setSize","core_enrichment"
"B_cells","GO:0009605","response to external stimulus",-1.54238223023426,2.21699441298307e-05,0.00975565384726568,0.00555297816205592,496,"NMI/IFIT2/PLD3/WNK1/RBX1/CELF1/PPIB/ARF1/RAC2/CIITA/PSME2/C5AR1/HLA-B/PTPRC/CHMP5/PSTPIP1/SPON2/PSMA4/XRCC6/IRF1/GZMB/TSPO/TUBA1A/RAB7A/PPP1CC/HNRNPUL1/PSMA2/PIK3CD/AKNA/BIN2/HSP90AA1/UBE2N/RALBP1/RPL13A/PPP1CB/ODC1/LYST/JAK2/GBP1/PTPN2/FGR/TYMP/ID2/UBE2L6/CX3CR1/ZNFX1/CALR/CFL1/IRAK3/HSPD1/NONO/PARP14/PSMA7/PSMD7/GPI/SMARCA5/PSMD8/CLEC4A/LILRB1/IFI27/PLCB2/S100A9/PSMA3/OAS2/PSMB3/IFNGR1/EIF2AK2/IFI35/PSMA6/RIPOR2/TNFRSF1B/CSNK1A1/NFKBIA/CHMP3/KLF4/DDX21/C1QA/APOBEC3A/PPT1/PSMA1/LGALS9/PARK7/GRN/GNLY/ANXA1/CFD/IFIT3/ADAM10/HLA-A/NEAT1/CCL3L1/CLEC7A/RHOA/PARP9/HLA-C/PSMD2/CALM1/LY6E/GSTP1/BTG2/PHB2/NUB1/IFI44L/IFI6/HLA-E/HMGN2/RTN4/RPS19/CASP1/PSMB7/STAT2/MX2/FOSB/HSPB1/DDX39A/IL16/IRF7/ZFP36/NR1H2/MAP3K8/ENO1/GAPDH/PLSCR1/FCN1/XBP1/BST2/HCK/NKG7/LILRB2/TXNIP/TRIM22/BANF1/HMGB2/CST7/DUSP1/RNASE2/CCL3/CD69/FOS/CLEC12A"
"T_cells_unresolved","GO:0071466","cellular response to xenobiotic stimulus",-2.06864228061768,7.03801510594076e-05,0.0100565415847109,0.00915441324627216,34,"CES2/GSTP1/ABHD10/VKORC1/CRYZ/RORA/SULT1A1/PDE4B/DPYD/TFRC/TP53/S100A12/AHR/CD69"
"Mast_cells","GO:0010557","positive regulation of macromolecule biosynthetic process",-1.49490053963444,0.000259848287364109,0.010145632019972,0.00600795623050722,337,"PTEN/PTPRC/FOSB/RBM3/PPP1R15A/IFI16/BCLAF1/TAF15/DAZAP2/DDX21/EDF1/PIM1/CSDE1/CCT4/PSMC5/KLF2/TCF4/MZB1/MYCN/PBXIP1/ROCK1/HNRNPU/MTPN/CHURC1/ZNF292/ERG/HHEX/DDX3X/GTF2I/WAS/CIRBP/ERP29/B2M/PSMA4/CNBP/RWDD1/IRF9/MAX/ID2/SQSTM1/IRAK3/GTF2F1/SRSF5/EIF2AK2/PSMA7/YBX3/CD74/APPL1/SRSF1/RTN4/NR3C1/MYH9/KIT/NFKBIA/SLC38A2/ACTB/SF3B1/MORF4L1/KMT2E/RSF1/EIF3E/AIF1/STAT3/RUNX2/YTHDF2/XBP1/ACTG1/OGT/GSN/SSBP2/ETS1/NCL/HMGN1/HLA-E/NRIP1/SP100/JUNB/HDAC2/JUP/SMARCA4/EIF4A1/CALR/HLA-A/ZFP36/IRF1/AVP/C1QTNF4/IER2/NFKBIZ/EGR1/JUN/FOS"
"pDC","GO:0016477","cell migration",-1.64899882819893,2.29610052608892e-05,0.0102315957097184,0.00913506806091037,323,"CORO1A/LCP1/PDE4B/ARHGDIB/RAB1A/DNM1L/SRP54/PDCD6/ARID2/ARID4A/VCL/RNF7/GOLPH3/IL16/GAS6/ARHGAP4/LGMN/RBBP4/TUBGCP2/DGKZ/RREB1/MEF2C/IL17RA/JAK2/PLCG2/CD44/ANO6/BSG/HEXB/MAPK1/CUL3/SUDS3/ARF6/PHB2/XBP1/VAV1/FOXP1/HDAC2/CORO1C/PPP1R9B/AIF1/ARRB2/STAT5A/CALR/SH3BP1/PRCP/DAB2/CSF1R/HSPA5/TIMP1/ITGB2/LGALS8/ROCK1/ATP5F1B/RCC2/ARHGEF2/ICAM2/KIF2A/PIK3CG/DDIT4/VSIR/ST3GAL4/STAT3/SINHCAF/TUBA1A/FLT3/USP33/ADAM10/CCAR1/ARPC5/CXCR4/AIMP1/ATP8A1/GRN/CD2AP/TRADD/RBBP7/PTPRJ/MRTFA/GLUL/PLVAP/MYO1G/ARF4/SOD2/FERMT3/SELPLG/SPN/CCDC88A/ITGAL/RHOB/ITGB7/ABI3/CORO7/HMGB1/RHOC/MAPRE2/LDLRAD4/GPR183/CDC42"
"pDC","GO:0048870","cell motility",-1.62934008098107,2.67652240218592e-05,0.0102315957097184,0.00913506806091037,360,"WAS/RAP2B/BEX4/TMEM18/RPS19/ZEB2/FES/CORO1A/LCP1/PDE4B/ARHGDIB/RAB1A/DNM1L/SRP54/PDCD6/ARID2/ARID4A/SPINT2/VCL/ACTB/RNF7/GOLPH3/IL16/GAS6/ARHGAP4/LGMN/RBBP4/TUBGCP2/DGKZ/RREB1/MEF2C/IL17RA/JAK2/PLCG2/CD44/ANO6/BSG/PSMA6/HEXB/MAPK1/CUL3/SUDS3/ARF6/PHB2/XBP1/VAV1/FOXP1/ACTR3/HDAC2/CORO1C/PPP1R9B/CCDC25/AIF1/ARRB2/STAT5A/CALR/SH3BP1/PRCP/DAB2/CSF1R/PSMB7/HSPA5/TIMP1/ITGB2/LGALS8/ROCK1/PSMB1/ATP5F1B/RCC2/ARHGEF2/ICAM2/KIF2A/PIK3CG/DDIT4/VSIR/ST3GAL4/STAT3/SINHCAF/TUBA1A/FLT3/USP33/ADAM10/CCAR1/ARPC5/CXCR4/AIMP1/ATP8A1/GRN/CD2AP/CDK6/TRADD/RBBP7/PTPRJ/MRTFA/GLUL/PLVAP/MYO1G/ARF4/SOD2/FERMT3/SELPLG/SPN/CCDC88A/ITGAL/RHOB/ITGB7/ABI3/CORO7/HMGB1/RHOC/MAPRE2/LDLRAD4/GPR183/CDC42"
"T_cells_unresolved","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors",-2.03948924626059,7.42980888541811e-05,0.0102372152428368,0.00931887946115012,45,"TRAF2/CASP8/TRADD/BIRC3/GRINA/DIABLO/FADD/DAXX/BCL2/ARHGEF2/DDX3X/MOAP1/GABARAP/BIRC2/ZDHHC3/CASP8AP2/BCL2L1/LGALS3/SPI1/TNFAIP3"
"Mast_cells","GO:2000630","positive regulation of miRNA metabolic process",-2.00034575705824,0.000299981475462387,0.0109876625790763,0.00650658290392583,15,"NEAT1/NR3C1/STAT3/ETS1/SMARCA4/EGR1/JUN/FOS"
"Mast_cells","GO:0071345","cellular response to cytokine stimulus",-1.67029832753033,0.000300175187134696,0.0109876625790763,0.00650658290392583,127,"DOCK8/TAX1BP1/JAK1/MX1/PTPRC/PLP2/IFI16/SAMHD1/TMSB4X/PIM1/PSMC5/KLF2/HNRNPU/CNOT7/CALM1/RIPOR2/PSMA4/GSTP1/SOCS2/CD44/PSMD8/IRAK3/PSMA7/YBX3/CD74/APPL1/SRSF1/KIT/NFKBIA/AIF1/CRHBP/STAT3/YTHDF2/XBP1/SP100/IFIT2/CSF3R/ZFP36/IRF1/C1QTNF4/DUSP1/NFKBIZ/EGR1/FOS"
"Mast_cells","GO:0070887","cellular response to chemical stimulus",-1.59634067561818,0.000289999757062333,0.0109876625790763,0.00650658290392583,244,"HLA-DRB1/FOSB/PYCR2/GRK2/CHMP5/RAP1A/TMSB4X/PIM1/IP6K2/KLF2/RTF2/TPM1/MZB1/HSP90B1/ROCK1/HNRNPU/DDX3X/LAMTOR1/RIPOR2/B2M/SUMO1/GSTP1/SOCS2/PGK1/RWDD1/AKR1A1/IRAK3/SRSF5/RCSD1/YBX3/CD74/GSTK1/APPL1/RTN4/NR3C1/ATP2B1/KIT/GUK1/RAN/SLC38A2/ACTB/AKR1C3/AIF1/CRHBP/GNA15/STAT3/XBP1/MT-ND3/OGT/PRDX3/BTG2/NRIP1/DDX5/SP100/HDAC2/JUP/IGFBP7/PRDX1/SMARCA4/FIS1/CALR/ZFP36/DUSP1/NFKBIZ/EGR1/FOS/CD69"
"GZMK_gamma_delta_T","GO:0000165","MAPK cascade",-1.67098801040926,2.92819043340109e-06,0.0120231499195449,0.00719556269416219,312,"TAB3/RGS2/SOD1/TAOK3/ARAF/AKAP13/CDK12/CIB1/PPP1CB/CRACR2A/MAP3K4/PELI2/MAPK13/PTGER4/MAP2K7/MYDGF/LAT/GSTP1/GRAP2/HMGB1/NELFE/MAP3K6/SHOC2/MAP1LC3A/MAP3K1/RCE1/HIPK3/TENM1/HRAS/KSR1/CD44/GLIPR2/GADD45B/BTLA/ZNF622/DSTYK/NAIP/MFHAS1/ZFP36/MAP3K8/P2RX7/PRKD2/SLAMF1/PHB2/MAPK6/MDFIC/TMEM219/PDGFB/ZNF675/NF1/DUSP4/PEA15/EIF3A/TRAF2/MAPKAPK3/TRAF6/DNAJC27/IL2RB/ARL6IP5/LAX1/CFLAR/PTPN22/VRK2/RBX1/SPAG9/MAP3K5/JAK2/MAPK3/TNF/SLA/DUSP2/TAOK1/DUSP1/NOTCH2/PRXL2C/PER1/ADAM8/SLCO3A1/MINK1/JUN/ERN1/CYLD/ITGB1BP1/OSM/XBP1/DUSP5"
"CD1C_DC","GO:0032945","negative regulation of mononuclear cell proliferation",-2.0170313537794,0.000149887041101059,0.0120528731528873,0.00848601816582091,30,"MNDA/CD300A/TNFRSF14/PRKAR1A/RC3H1/HAVCR2/FCGR2B/VSIR/PRNP/CEBPB/LAPTM5/RIPOR2/HLA-E"
"CD1C_DC","GO:0050672","negative regulation of lymphocyte proliferation",-2.0170313537794,0.000149887041101059,0.0120528731528873,0.00848601816582091,30,"MNDA/CD300A/TNFRSF14/PRKAR1A/RC3H1/HAVCR2/FCGR2B/VSIR/PRNP/CEBPB/LAPTM5/RIPOR2/HLA-E"
"GZMK_gamma_delta_T","GO:0071346","cellular response to type II interferon",-2.15229315590914,6.25269192897572e-06,0.0128367765301872,0.00768249842445679,43,"CALM1/CCL5/NLRC5/PIM1/IL12RB1/JAK2/GBP5/TNF/IFNG/IFNGR1/HLA-DPA1"
"CD1C_DC","GO:0050865","regulation of cell activation",-1.59234420480978,0.000169278226829757,0.0133225566179419,0.00937995912185884,292,"SLC15A4/CCR7/PSMB3/NOD2/SMARCD3/IL27RA/NR4A3/VAV1/EMILIN2/SMARCD2/HLA-A/IL18/ZBTB1/SART1/MNDA/MEF2C/CD47/PDPK1/CD300A/SLC7A1/CD22/PCID2/TNFRSF14/BCL6/SAMSN1/GPR65/ZFP36L1/PNP/GPR183/IL15/BRD2/PRKAR1A/MILR1/BCL2/CD2/PRKCD/LDLR/RC3H1/PJA2/IRF4/HAVCR2/FCGR2B/CD300LF/JAK2/MLH1/ZFP36L2/SIRPB1/CCL3/PSMA4/MAP3K8/VSIR/PTPN2/PTPRC/MALT1/SASH3/FOXO3/TNFSF13/DOCK8/JAK3/IL1B/GRN/PRNP/CEBPB/IL4R/LAPTM5/CLEC7A/CD1D/PPP2R3C/PLSCR1/SH3KBP1/IRF1/TNFSF13B/RIPOR2/TNFAIP3/JUNB/HLA-E/CD69/CD55/CLEC12A/NFKBIZ"
"CD1C_DC","GO:0010586","miRNA metabolic process",-1.93626374479575,0.000173511566716965,0.0133712351101261,0.00941423199304234,51,"GNL3/DICER1/MRTFA/RELA/DDX5/PNPT1/RC3H1/KHSRP/HIF1A/TENT4B/FOXO3/NR3C1/SMAD3/NEAT1/KLF4/EGR1/JUN/FOS/STAT3"
"B_cells","GO:0051707","response to other organism",-1.56577053474282,4.0472581998274e-05,0.0133848610465721,0.007618745217636,395,"CIITA/PSME2/HLA-B/PTPRC/CHMP5/PSTPIP1/SPON2/PSMA4/XRCC6/IRF1/GZMB/TSPO/RAB7A/HNRNPUL1/PSMA2/PIK3CD/HSP90AA1/UBE2N/RPL13A/ODC1/LYST/JAK2/GBP1/PTPN2/FGR/UBE2L6/CX3CR1/ZNFX1/CALR/CFL1/IRAK3/HSPD1/NONO/PARP14/PSMA7/PSMD7/SMARCA5/PSMD8/CLEC4A/LILRB1/IFI27/S100A9/PSMA3/OAS2/PSMB3/IFNGR1/EIF2AK2/IFI35/PSMA6/TNFRSF1B/CSNK1A1/NFKBIA/CHMP3/DDX21/C1QA/APOBEC3A/PPT1/PSMA1/LGALS9/GRN/GNLY/ANXA1/CFD/IFIT3/HLA-A/CCL3L1/CLEC7A/RHOA/PARP9/HLA-C/PSMD2/CALM1/LY6E/GSTP1/PHB2/NUB1/IFI44L/IFI6/HLA-E/HMGN2/RTN4/RPS19/CASP1/PSMB7/STAT2/MX2/HSPB1/DDX39A/IRF7/ZFP36/NR1H2/ENO1/GAPDH/PLSCR1/FCN1/XBP1/BST2/HCK/NKG7/LILRB2/TRIM22/BANF1/HMGB2/RNASE2/CCL3/FOS"
"CD14_CD163_macrophage","GO:0002250","adaptive immune response",-1.54386820702064,0.000125826007939608,0.0138442615762742,0.0100344620853415,366,"PSMA2/IGKV1-9/PSMA5/TRBV11-2/IL18RAP/PRR7/TRAF6/OTUB1/CTSH/SHLD2/SLA2/LAIR1/CLU/PSMB10/HAVCR2/FCGR3A/TRDV1/TRAV12-1/TRGC2/TRBV13/SUPT6H/ZNF683/TAP2/RC3H1/CD8A/SLC15A4/HLA-DMA/PSMA1/IL18/BTN3A1/HMGB1/STAT4/TRBV11-1/IL12RB1/TRBV30/KLRC1/JAK2/CD3G/SIT1/PTPRC/TRAV5/CCR2/FUT7/TRGV10/TFE3/BCL10/ZBTB16/TRBV29-1/SASH3/IFNG/TRAV3/CD86/KLHL22/HLA-B/CD55/TNFRSF1B/TRAV13-1/EIF2AK4/CSF2RB/TRAV19/HLA-DMB/CX3CR1/TRAV14DV4/WAS/SEMA4A/TRAV29DV5/TRBV20-1/CD40/TRBV24-1/NFKBIZ/RNF19B/PSMA4/MICB/TRGV3/RIPK2/HLA-E/ZBTB1/CRACR2A/BRD2/EP300/TFRC/NBN/HLA-DRA/CTNNBL1/ADGRE1/TRAV17/HLA-C/CD74/SOCS3/FADD/SLAMF7/TRAV22/HLA-DRB1/CTSL/HLA-A/PRKAA1/LIG4/STAT3/PAG1/IRF1/IGKV1-5/CLEC7A/JUNB/TRBV6-6/AKIRIN2/FCGR1A/PRDM1/RTKN2/IGLV3-25/MALT1/SAMSN1/SLAMF6/TRAV10/CTSC/IL1B/NLRP3/HLA-DPA1/IGHA1/MCOLN2/CD69/RORA/HLA-DPB1/TRGV8/TNFAIP3/TRGV4"
"CD14_CD163_macrophage","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway",-1.94801096780343,0.000131254675503223,0.0140615206308848,0.0101919336654742,41,"TMBIM1/RIPK1/PSME3/DDX3X/RFFL/CFLAR/ICAM1/PARK7/BCL2L1/BCL2/HTT/MCL1/MAP2K5/HMOX1/KLF4/EYA3/SIAH2/IL1B/TNFAIP3"
"Mast_cells","GO:0048583","regulation of response to stimulus",-1.47484463245825,0.000403733064560893,0.0141871798886698,0.00840124653029704,405,"YWHAE/MDK/UBB/SEC13/DYNLRB1/STK4/PTEN/OCIAD1/HLA-DRB1/PTPRC/VAPA/GRK2/PPP1R15A/IFI16/GRN/BCLAF1/FKBP5/SAMHD1/RAP1A/DDX21/HLA-DRA/TMSB4X/PIM1/KLF2/HLA-C/MZB1/TERF2IP/HSP90B1/ROCK1/MTPN/CNOT7/HHEX/CALM1/GABARAP/DDX3X/BRD2/LAMTOR1/WAS/RIPOR2/ERP29/B2M/PLD3/GSTP1/SOCS2/PECAM1/VAMP8/OCIAD2/CD44/ZNRF1/SQSTM1/IRAK3/CDK5RAP3/DNAJB6/NEAT1/EIF2AK2/TMX1/STRAP/RAB7A/HLA-B/YBX3/ARID4B/CD74/APPL1/RTN4/ATP2B1/KIT/GRINA/TRBC2/NFKBIA/UBXN1/SLC38A2/ACTB/MAPRE2/MORF4L1/LGALS1/HCST/PTTG1IP/AKR1C3/COPS3/AIF1/CRHBP/STAT3/HINT1/YTHDF2/XBP1/ARHGDIB/ACTG1/OGT/DDIT4/TAGAP/PRDX3/CLEC2B/ETS1/BCAP31/HLA-E/DDX5/SP100/SHISA5/JUNB/HDAC2/EGFL7/JUP/RHOH/ITM2C/IGFBP7/SMARCA4/FIS1/CALR/HLA-A/IRF1/MCL1/C1QTNF4/DUSP1/NFKBIZ/EGR1/CD69"
"CD1C_DC","GO:0042130","negative regulation of T cell proliferation",-2.04592221501299,0.000197623578740134,0.0142639373548085,0.0100427532899108,23,"TNFRSF14/PRKAR1A/RC3H1/HAVCR2/VSIR/PRNP/CEBPB/LAPTM5/RIPOR2/HLA-E"
"CD1C_DC","GO:1902893","regulation of miRNA transcription",-1.97012287550102,0.000200520341294957,0.0142639373548085,0.0100427532899108,31,"HIF1A/FOXO3/NR3C1/SMAD3/KLF4/EGR1/JUN/FOS/STAT3"
"CD1C_DC","GO:0032611","interleukin-1 beta production",-1.88057891867037,0.000200397573234423,0.0142639373548085,0.0100427532899108,54,"CASP1/JAK2/CCL3/RIPK2/PML/IFI16/MALT1/TLR8/CARD16/IL1B/SMAD3/CLEC7A/MEFV/TNFAIP3/EGR1/NAIP/GBP5/STAT3"
"CD1C_DC","GO:0032651","regulation of interleukin-1 beta production",-1.88057891867037,0.000200397573234423,0.0142639373548085,0.0100427532899108,54,"CASP1/JAK2/CCL3/RIPK2/PML/IFI16/MALT1/TLR8/CARD16/IL1B/SMAD3/CLEC7A/MEFV/TNFAIP3/EGR1/NAIP/GBP5/STAT3"
"CD1C_DC","GO:0070098","chemokine-mediated signaling pathway",-2.00130710457857,0.000210758405850653,0.0144458792600755,0.0101708523990307,26,"CCR5/STAT5A/CCL5/CCR7/MAPK1/JAK2/CCL3/HIF1A/CCL3L1/GPR35/CCR1/WBP1L/OXSR1/CXCR4"
"CD1C_DC","GO:0032612","interleukin-1 production",-1.86604278480923,0.000216556010928201,0.0144458792600755,0.0101708523990307,61,"CASP1/HAVCR2/JAK2/CCL3/RIPK2/PML/IFI16/MALT1/TLR8/CARD16/IL1B/SMAD3/CLEC7A/MEFV/TNFAIP3/EGR1/NAIP/GBP5/STAT3"
"CD1C_DC","GO:0032652","regulation of interleukin-1 production",-1.86604278480923,0.000216556010928201,0.0144458792600755,0.0101708523990307,61,"CASP1/HAVCR2/JAK2/CCL3/RIPK2/PML/IFI16/MALT1/TLR8/CARD16/IL1B/SMAD3/CLEC7A/MEFV/TNFAIP3/EGR1/NAIP/GBP5/STAT3"
"CD1C_DC","GO:0051249","regulation of lymphocyte activation",-1.63771460897077,0.000218699442704576,0.0144458792600755,0.0101708523990307,248,"SLC15A4/CCR7/PSMB3/NOD2/SMARCD3/IL27RA/VAV1/SMARCD2/HLA-A/IL18/ZBTB1/SART1/MNDA/MEF2C/CD47/PDPK1/CD300A/SLC7A1/CD22/PCID2/TNFRSF14/BCL6/SAMSN1/GPR65/ZFP36L1/PNP/GPR183/IL15/BRD2/PRKAR1A/BCL2/CD2/RC3H1/IRF4/HAVCR2/FCGR2B/JAK2/MLH1/ZFP36L2/SIRPB1/PSMA4/MAP3K8/VSIR/PTPN2/PTPRC/MALT1/SASH3/FOXO3/TNFSF13/DOCK8/JAK3/IL1B/PRNP/CEBPB/LAPTM5/CLEC7A/CD1D/PPP2R3C/SH3KBP1/IRF1/TNFSF13B/RIPOR2/TNFAIP3/JUNB/HLA-E/CD69/CD55/CLEC12A/NFKBIZ"
"pDC","GO:1904019","epithelial cell apoptotic process",-2.12256597456995,7.15347899836766e-05,0.0147566052480613,0.0131751289939053,14,"CAST/NPC1/RB1/SRSF6/JAK2/GSN/ZFP36/EIF2S1/NFKBIZ/CFLAR"
"B_cells","GO:0002695","negative regulation of leukocyte activation",-1.95024145746908,8.04530470614608e-05,0.0148002462438441,0.00842439117580537,52,"VSIR/PTPRC/PSMA4/IRF1/PSMA2/CSK/BANK1/PTPN2/FGR/ID2/PSMA7/LILRB1/PSMA3/PSMB3/PSMA6/RIPOR2/PSMA1/LGALS9/GRN/ANXA1/HLA-E/LILRB2/CST7/CD69/CLEC12A"
"B_cells","GO:0002683","negative regulation of immune system process",-1.75251686671587,7.11563645707093e-05,0.0148002462438441,0.00842439117580537,134,"NMI/PLD3/VSIR/HLA-B/PTPRC/PSMA4/IRF1/PSMA2/CSK/BANK1/GBP1/PTPN2/FGR/TMBIM6/ID2/CX3CR1/IRAK3/PARP14/PSMA7/LILRB1/CD72/EZR/PSMA3/PSMB3/PSMA6/RIPOR2/CSNK1A1/PPT1/PSMA1/LGALS9/GRN/ANXA1/HLA-A/HLA-E/RPS19/STAT2/DDX39A/NR1H2/BST2/HCK/LILRB2/BANF1/CST7/DUSP1/MAFB/CCL3/CD69/CLEC12A"
"B_cells","GO:1901652","response to peptide",-1.64253156120852,7.07042325959162e-05,0.0148002462438441,0.00842439117580537,248,"DOCK8/CIITA/PSME2/NDUFA13/PTPRC/PSMA4/IRF1/TUBA1A/PSMA2/SOCS3/RPL13A/JAK2/GBP1/PTPN2/TNFRSF13C/CX3CR1/CALR/CFL1/IRAK3/EGR1/SELPLG/PARP14/PSMA7/PSMD7/PSMD8/LILRB1/IFI27/EZR/PSMA3/MCL1/OAS2/PSMB3/IFNGR1/EIF2AK2/PSMA6/RIPOR2/TNFRSF1B/NFKBIA/KLF4/LIMS1/TMC8/PSMA1/LGALS9/IFIT3/ADAM10/CCL3L1/RHOA/PARP9/PSMD2/CALM1/GSTP1/NUB1/CASP1/PSMB7/STAT2/MX2/ATP5PO/ASAH1/IL16/IRF7/ZFP36/NR1H2/GAPDH/PLSCR1/XBP1/BST2/TNFSF13B/HCK/P4HB/LILRB2/DUSP1/CCL3/FOS"
"B_cells","GO:0034097","response to cytokine",-1.61372616940813,7.74239897145776e-05,0.0148002462438441,0.00842439117580537,246,"DOCK8/CIITA/PSME2/NDUFA13/PTPRC/PSMA4/IRF1/TUBA1A/PSMA2/SOCS3/RPL13A/JAK2/GBP1/PTPN2/TNFRSF13C/CX3CR1/CFL1/IRAK3/EGR1/SELPLG/PARP14/PSMA7/PSMD7/PSMD8/LILRB1/IFI27/EZR/PSMA3/MCL1/OAS2/PSMB3/IFNGR1/EIF2AK2/PSMA6/RIPOR2/TNFRSF1B/NFKBIA/KLF4/LIMS1/TMC8/PSMA1/LGALS9/IFIT3/ADAM10/CCL3L1/RHOA/PARP9/PSMD2/CALM1/GSTP1/NUB1/CASP1/PSMB7/STAT2/MX2/ATP5PO/ASAH1/IL16/IRF7/ZFP36/NR1H2/GAPDH/PLSCR1/XBP1/BST2/TNFSF13B/HCK/P4HB/LILRB2/DUSP1/CCL3/FOS"
"B_cells","GO:0009607","response to biotic stimulus",-1.55101057861456,5.19324664978913e-05,0.0148002462438441,0.00842439117580537,403,"CIITA/PSME2/HLA-B/PTPRC/CHMP5/PSTPIP1/SPON2/PSMA4/XRCC6/IRF1/GZMB/TSPO/RAB7A/HNRNPUL1/PSMA2/PIK3CD/HSP90AA1/UBE2N/RPL13A/ODC1/LYST/JAK2/GBP1/PTPN2/FGR/UBE2L6/CX3CR1/ZNFX1/CALR/CFL1/IRAK3/HSPD1/NONO/PARP14/PSMA7/PSMD7/SMARCA5/PSMD8/CLEC4A/LILRB1/IFI27/S100A9/PSMA3/OAS2/PSMB3/IFNGR1/EIF2AK2/IFI35/PSMA6/TNFRSF1B/CSNK1A1/NFKBIA/CHMP3/KLF4/DDX21/C1QA/APOBEC3A/PPT1/PSMA1/LGALS9/GRN/GNLY/ANXA1/CFD/IFIT3/HLA-A/CCL3L1/CLEC7A/RHOA/PARP9/HLA-C/PSMD2/CALM1/LY6E/GSTP1/PHB2/NUB1/IFI44L/IFI6/HLA-E/HMGN2/RTN4/RPS19/CASP1/PSMB7/STAT2/MX2/HSPB1/DDX39A/IRF7/ZFP36/NR1H2/ENO1/GAPDH/PLSCR1/FCN1/XBP1/BST2/HCK/NKG7/LILRB2/TXNIP/TRIM22/BANF1/HMGB2/RNASE2/CCL3/FOS"
"B_cells","GO:0043207","response to external biotic stimulus",-1.54777116016729,8.31115339827101e-05,0.0148002462438441,0.00842439117580537,396,"CIITA/PSME2/HLA-B/PTPRC/CHMP5/PSTPIP1/SPON2/PSMA4/XRCC6/IRF1/GZMB/TSPO/RAB7A/HNRNPUL1/PSMA2/PIK3CD/HSP90AA1/UBE2N/RPL13A/ODC1/LYST/JAK2/GBP1/PTPN2/FGR/UBE2L6/CX3CR1/ZNFX1/CALR/CFL1/IRAK3/HSPD1/NONO/PARP14/PSMA7/PSMD7/SMARCA5/PSMD8/CLEC4A/LILRB1/IFI27/S100A9/PSMA3/OAS2/PSMB3/IFNGR1/EIF2AK2/IFI35/PSMA6/TNFRSF1B/CSNK1A1/NFKBIA/CHMP3/DDX21/C1QA/APOBEC3A/PPT1/PSMA1/LGALS9/GRN/GNLY/ANXA1/CFD/IFIT3/HLA-A/CCL3L1/CLEC7A/RHOA/PARP9/HLA-C/PSMD2/CALM1/LY6E/GSTP1/PHB2/NUB1/IFI44L/IFI6/HLA-E/HMGN2/RTN4/RPS19/CASP1/PSMB7/STAT2/MX2/HSPB1/DDX39A/IRF7/ZFP36/NR1H2/ENO1/GAPDH/PLSCR1/FCN1/XBP1/BST2/HCK/NKG7/LILRB2/TRIM22/BANF1/HMGB2/RNASE2/CCL3/FOS"
"Neutrophils","GO:0006959","humoral immune response",-1.98222313202244,1.01221891960958e-05,0.0148425034245419,0.0124289939354732,89,"TOR2A/TRAF3IP2/ZP3/HLA-E/C1QBP/HLA-DRB1/SERPING1/IGHM/FCGR2B/CD55/BCL2/CD83/FCN1/HMGN2/C2/BLNK/CXCL1/CCL3L1/HLA-A/IGHG1/IL1B/JCHAIN/GPR183/IGHA1/CCL3/IL6/ADM/RNASE3/CXCL2/ELANE/CXCL3/CXCL8"
"Mast_cells","GO:2000241","regulation of reproductive process",-1.92841645260903,0.0004350144948664,0.0149866758329464,0.00887468540825223,13,"ANAPC11/MYH9/YTHDF2/ARHGDIB/HDAC2/CALR/DUSP1"
"Mast_cells","GO:0007166","cell surface receptor signaling pathway",-1.53402584300764,0.000474953289024072,0.0157451496002886,0.0093238321136728,230,"BSG/RNF7/RBX1/MACF1/STAT1/LTB/TAX1BP1/EVL/JAK1/MDK/MX1/STK4/PTEN/OCIAD1/HLA-DRB1/PTPRC/PLP2/GRK2/APH1A/SAMHD1/RAP1A/TMSB4X/MZB1/HSP90B1/CHURC1/CNOT7/HHEX/CALM1/GABARAP/DDX3X/GSTP1/SOCS2/PECAM1/IRF9/OCIAD2/CD44/ZNRF1/SQSTM1/IRAK3/STRAP/RAB7A/ARID4B/CD74/APPL1/SRSF1/RTN4/MYH9/KIT/GRINA/TRBC2/NFKBIA/ZYX/STAT3/RUNX2/YTHDF2/XBP1/OGT/DDIT4/CLEC2B/DDX5/SP100/HDAC2/EGFL7/JUP/CSF3R/ITM2C/SMARCA4/HLA-A/IRF1/MCL1/C1QTNF4/NFKBIZ/EGR1/JUN/FOS"
