"celltype","ID","Description","NES","pvalue","p.adjust","qvalue","setSize","core_enrichment"
"Plasma_cells","GO:0006508","proteolysis",-1.53962529653009,0.000120040097656219,0.022003871813853,0.0138010247002863,351,"MBTPS2/ATG4C/P4HB/USP14/ASRGL1/LNPEP/ST14/BAD/TRIM32/GZMA/THOP1/USP47/LONP2/S100A10/ATP6AP2/STOML2/SVBP/CTSD/TM2D3/PSEN1/TASP1/HDAC6/FBXO3/IFNG/RNPEP/CARD16/PREP/CLN6/PIGK/EIF3F/RNF139/COPS5/C1RL/RUNX1/HDAC2/CLN8/CASP9/PRCP/OTUB1/PIK3C3/VHL/SENP6/TRAF3/CASP2/ATG4A/MBTPS1/SDE2/OTULIN/ADAM17/YOD1/KDM8/ADAM28/STAMBPL1/CTSB/CYFIP2/ASPH/PRNP/KLK1/PSMD14/ATXN3/XPNPEP1/CHAC1/TIMP1/USP4/CASP7/PTPN1/AGA/FBXW2/SENP5/SLC30A5/PMPCB/USP40/OGT/OTUD7B/IMMP2L/MDM2/CPD/SPPL3/BLMH/TYSND1/RBMX/TIMP2/USP15/PREPL/DPP7/CASP3/METAP2/SCRN2/NLRP7/MALT1/SCPEP1/TNFAIP3/HMCES/CNDP2/CAPN12/NAPSA/ANXA2/FBXW11/ADAMTS6/USP3/ALG13/CYLD/PRSS21/TPP1/ERMP1/BACE2/MIPEP/SPRTN/NRDC/BAK1/RHBDD1/BAG2/TSPAN17/USP19/VSIR/PSMB7/CFLAR/DPEP1/USP12/DAG1/GZMK/USP33/CTSH/DESI2/CASP8/CLPX/ADAM19/MINDY3/USP10/TPP2/CTSC/PERP/USP38"
"CD1C_DC","GO:0010575","positive regulation of vascular endothelial growth factor production",-1.91553350444683,0.000399937515857895,0.0220801324053486,0.0155458704591638,12,"ATF4/RELA/C3AR1/HIF1A/IL1B/PTGS2/STAT3"
"CD1C_DC","GO:0062208","positive regulation of pattern recognition receptor signaling pathway",-1.84983735493215,0.00040929001691082,0.0222641731257812,0.015675447272678,52,"TLR4/LRCH4/ADCY7/ANKRD17/ZDHHC5/ZDHHC3/SLC15A3/SLC15A4/BRCC3/ZC3HAV1/NINJ1/OASL/USP15/PUM2/PJA2/NAGK/SLC46A2/DDX3X/DHX58/WDFY1/DDX60/GBP5/RSAD2"
"Mast_cells","GO:0048584","positive regulation of response to stimulus",-1.50411328351509,0.000712301571242307,0.0223484617977274,0.0132341267686032,277,"RBX1/HSPD1/BST2/MACF1/TAB2/LTB/HSP90AA1/TAX1BP1/TRIM22/YWHAE/MDK/UBB/SEC13/DYNLRB1/STK4/PTEN/OCIAD1/HLA-DRB1/PTPRC/VAPA/GRK2/PPP1R15A/IFI16/GRN/BCLAF1/RAP1A/DDX21/HLA-DRA/TMSB4X/PIM1/KLF2/HLA-C/TERF2IP/HSP90B1/ROCK1/HHEX/CALM1/DDX3X/BRD2/LAMTOR1/WAS/RIPOR2/ERP29/B2M/PLD3/PECAM1/VAMP8/OCIAD2/CD44/ZNRF1/SQSTM1/IRAK3/CDK5RAP3/NEAT1/EIF2AK2/TMX1/HLA-B/CD74/APPL1/RTN4/KIT/TRBC2/NFKBIA/ACTB/MAPRE2/MORF4L1/LGALS1/HCST/AKR1C3/AIF1/STAT3/HINT1/XBP1/ACTG1/OGT/PRDX3/CLEC2B/ETS1/BCAP31/HLA-E/DDX5/SHISA5/HDAC2/JUP/ITM2C/SMARCA4/FIS1/CALR/HLA-A/IRF1/MCL1/C1QTNF4/NFKBIZ"
"B_cells","GO:0050866","negative regulation of cell activation",-1.95738358293523,0.000175272178244792,0.0226205481456498,0.0128757551090985,54,"VSIR/PTPRC/PSMA4/IRF1/PSMA2/CSK/BANK1/PTPN2/FGR/ID2/PSMA7/LILRB1/PSMA3/PSMB3/PSMA6/RIPOR2/PSMA1/LGALS9/GRN/ANXA1/HLA-E/LILRB2/CST7/CD69/CLEC12A"
"B_cells","GO:0034341","response to type II interferon",-1.94357446514325,0.000187464728132708,0.0226205481456498,0.0128757551090985,54,"CIITA/PSMA4/IRF1/PSMA2/RPL13A/JAK2/GBP1/PTPN2/PARP14/PSMA7/PSMA3/PSMB3/IFNGR1/PSMA6/PSMA1/LGALS9/PARP9/CALM1/NUB1/CASP1/NR1H2/GAPDH/BST2/HCK/CCL3"
"B_cells","GO:0007162","negative regulation of cell adhesion",-1.84264991383029,0.000177948037646037,0.0226205481456498,0.0128757551090985,67,"WNK1/VSIR/PTPRC/PSMA4/IRF1/PSMA2/AKNA/CSK/JAK2/GBP1/PTPN2/CFL1/PSMA7/LILRB1/PSMA3/PSMB3/PSMA6/RIPOR2/KLF4/PSMA1/LGALS9/ANXA1/ADAM10/RHOA/HLA-E/LILRB2/DUSP1/CD69"
"B_cells","GO:0009144","purine nucleoside triphosphate metabolic process",-1.78527128092841,0.000224739787192201,0.0226205481456498,0.0128757551090985,110,"LRRK2/NDUFB3/TMSB4X/ATP5F1D/NDUFA11/NDUFS7/NADK/NDUFA13/HK3/TSPO/AK2/NDUFA1/SDHB/NDUFS6/NDUFB8/ZBTB7A/GPI/MT-ND1/NDUFS5/ATP5F1C/NUDT16/PGK1/IMPDH1/FBP1/NDUFB9/NDUFA12/PKM/TPI1/ATP5PB/MT-ND4L/ATP5F1B/ATP5PO/ATP5MC3/GIMAP7/ENO1/GAPDH/MT-ATP8/ALDOA/VCP"
"B_cells","GO:0009060","aerobic respiration",-1.76570712232028,0.000156794807249718,0.0226205481456498,0.0128757551090985,124,"IDH3G/ADPGK/MT-ND3/UQCRC1/NDUFB1/COX6B1/NDUFB3/MT-CYB/ATP5F1D/NDUFA11/NDUFS7/COX7A2/NDUFA13/HK3/NDUFA1/SDHB/NDUFS6/NDUFB8/ZBTB7A/MT-CO3/GPI/UQCR10/MT-ND1/NDUFS5/ATP5F1C/PARK7/IDH3B/MDH2/PGK1/RHOA/FBP1/NDUFB9/NDUFA12/PKM/TPI1/ATP5PB/MT-ND4L/ATP5F1B/ATP5PO/UQCRFS1/ENO1/GAPDH/CYCS/COX7B/MT-ATP8/ALDOA/VCP"
"B_cells","GO:0045333","cellular respiration",-1.69517965304616,0.000200264421459159,0.0226205481456498,0.0128757551090985,133,"IDH3G/ADPGK/MT-ND3/UQCRC1/NDUFB1/COX6B1/NDUFB3/MT-CYB/ATP5F1D/NDUFA11/NDUFS7/COX7A2/NDUFA13/HK3/NDUFA1/SDHB/NDUFS6/NDUFB8/ZBTB7A/MT-CO3/GPI/UQCR10/MT-ND1/NDUFS5/ATP5F1C/PARK7/IDH3B/ETFB/MDH2/PGK1/RHOA/FBP1/NDUFB9/PRELID1/NDUFA12/PKM/TPI1/ATP5PB/MT-ND4L/ATP5F1B/ATP5PO/UQCRFS1/ENO1/GAPDH/CYCS/COX7B/MT-ATP8/ALDOA/VCP"
"B_cells","GO:0140546","defense response to symbiont",-1.57156970257302,0.000167495676175985,0.0226205481456498,0.0128757551090985,307,"CIITA/PSME2/HLA-B/PSTPIP1/SPON2/PSMA4/XRCC6/IRF1/GZMB/PSMA2/PIK3CD/HSP90AA1/UBE2N/RPL13A/LYST/JAK2/GBP1/PTPN2/FGR/UBE2L6/CX3CR1/ZNFX1/IRAK3/HSPD1/NONO/PARP14/PSMA7/PSMD7/SMARCA5/PSMD8/CLEC4A/LILRB1/IFI27/S100A9/PSMA3/OAS2/PSMB3/IFNGR1/EIF2AK2/IFI35/PSMA6/CSNK1A1/NFKBIA/DDX21/C1QA/APOBEC3A/PPT1/PSMA1/LGALS9/GRN/GNLY/ANXA1/CFD/IFIT3/HLA-A/CCL3L1/CLEC7A/PARP9/HLA-C/PSMD2/CALM1/LY6E/PHB2/NUB1/IFI6/HLA-E/HMGN2/RTN4/RPS19/CASP1/PSMB7/STAT2/MX2/DDX39A/IRF7/NR1H2/GAPDH/PLSCR1/FCN1/BST2/HCK/NKG7/TRIM22/BANF1/HMGB2/RNASE2/CCL3"
"B_cells","GO:0045087","innate immune response",-1.5653599380993,0.000207459546954445,0.0226205481456498,0.0128757551090985,297,"CIITA/PSME2/HLA-B/PSTPIP1/SPON2/PSMA4/XRCC6/IRF1/GZMB/PSMA2/PIK3CD/HSP90AA1/UBE2N/RPL13A/LYST/JAK2/GBP1/PTPN2/FGR/UBE2L6/CX3CR1/ZNFX1/IRAK3/HSPD1/NONO/PARP14/PSMA7/PSMD7/SMARCA5/PSMD8/CLEC4A/LILRB1/IFI27/S100A9/PSMA3/OAS2/PSMB3/IFNGR1/EIF2AK2/IFI35/PSMA6/CSNK1A1/NFKBIA/DDX21/C1QA/APOBEC3A/PPT1/PSMA1/LGALS9/GRN/ANXA1/CFD/IFIT3/HLA-A/CLEC7A/PARP9/HLA-C/PSMD2/CALM1/LY6E/PHB2/NUB1/IFI6/HLA-E/RTN4/RPS19/CASP1/PSMB7/STAT2/MX2/DDX39A/IRF7/NR1H2/GAPDH/PLSCR1/FCN1/BST2/HCK/NKG7/TRIM22/BANF1/HMGB2/RNASE2/CCL3"
"B_cells","GO:0044419","biological process involved in interspecies interaction between organisms",-1.495739154745,0.000222511795415396,0.0226205481456498,0.0128757551090985,437,"CIITA/PSME2/HLA-B/PTPRC/CHMP5/PSTPIP1/SPON2/PSMA4/XRCC6/IRF1/GZMB/TSPO/RAB7A/CTSB/HNRNPUL1/PSMA2/CHMP4B/PIK3CD/HSP90AA1/SIVA1/UBE2N/RPL13A/ODC1/LYST/JAK2/GBP1/PTPN2/FGR/GRK2/UBE2L6/CX3CR1/ZNFX1/CALR/CFL1/SIGLEC1/IRAK3/HSPD1/NONO/SELPLG/PARP14/PSMA7/PSMD7/SMARCA5/PSMD8/CLEC4A/LILRB1/IFI27/S100A9/PSMA3/OAS2/PSMB3/IFNGR1/EIF2AK2/IFI35/PSMA6/TNFRSF1B/CSNK1A1/NFKBIA/CHMP3/DDX21/C1QA/APOBEC3A/PPT1/PSMA1/LGALS9/GRN/GNLY/ANXA1/CFD/IFIT3/HLA-A/CCL3L1/CLEC7A/RHOA/PARP9/HLA-C/PSMD2/CALM1/LY6E/GSTP1/PHB2/NUB1/IFI44L/IFI6/HLA-E/HMGN2/RTN4/RPS19/CASP1/PSMB7/STAT2/MX2/HSPB1/DDX39A/IRF7/ZFP36/NR1H2/ENO1/GAPDH/PLSCR1/FCN1/XBP1/BST2/HCK/P4HB/NKG7/LILRB2/TRIM22/BANF1/HMGB2/JUN/RNASE2/CCL3/FOS"
"B_cells","GO:0006954","inflammatory response",-1.61132983161392,0.000256094798567417,0.022802286872445,0.0129792019099889,194,"PIK3CD/AKNA/ZEB2/JAK2/CD163/FCGR2A/GBP1/PTPN2/FGR/CX3CR1/SIGLEC1/ADGRE5/IFI27/S100A9/IFNGR1/EIF2AK2/IFI35/PSMA6/TNFRSF1B/CSNK1A1/NFKBIA/CUL3/KLF4/BLNK/C1QA/PSMA1/LGALS9/PARK7/GRN/ANXA1/NEAT1/CCL3L1/CLEC7A/GSTP1/HLA-E/RTN4/RPS19/CASP1/IL16/ZFP36/NR1H2/MAP3K8/NAMPT/PLSCR1/XBP1/HCK/SERPINA1/NKG7/TXNIP/HMGB2/CST7/CCL3/CD69/FOS/CLEC12A"
"Mast_cells","GO:0019221","cytokine-mediated signaling pathway",-1.76121768753386,0.000743212928863577,0.0229092125616369,0.0135661875055942,61,"TAX1BP1/JAK1/MX1/PTPRC/PLP2/SAMHD1/TMSB4X/CNOT7/GSTP1/SOCS2/CD44/IRAK3/CD74/APPL1/SRSF1/KIT/NFKBIA/STAT3/YTHDF2/SP100/CSF3R/IRF1/C1QTNF4/NFKBIZ/EGR1"
"Neutrophils","GO:0033002","muscle cell proliferation",-1.92033715176806,2.7928929414114e-05,0.0229875961136824,0.0192496295615229,89,"ERN1/ABL1/CDKN1B/HMOX1/NR4A3/FOXJ2/PIM1/SERPINF2/MDM2/HBEGF/CTNNB1/MEF2D/PDCD4/DDIT3/KLF4/PRKCA/IL10/ID2/TRIB1/JUN/DIPK2A/IL6/RUNX1/STAT3/XBP1/FOS/ELANE/TNFAIP3/CDKN1A/EREG"
"Neutrophils","GO:0050673","epithelial cell proliferation",-1.84545344398678,3.13538478477141e-05,0.0229875961136824,0.0192496295615229,139,"TCF7L2/TNF/VEGFA/KLF9/NUS1/BRCA2/DAB2/TRAF3IP2/ERN1/EGR3/GRN/AIMP1/CDKN1B/HMOX1/NR4A3/SYNJ2BP/DUSP10/RREB1/NRP1/ADAM17/CDC73/NME1/NOTCH2/ITGB1BP1/ZEB2/MAP2K5/NRP2/NF1/C5AR1/CLEC12B/SPARC/HIF1A/NFKBIZ/NR1D1/CDK6/RPTOR/MAGED1/ZNF580/PRKCA/IL10/MED1/ID2/ARNT/ZFP36/IL6/NEAT1/NR4A1/STAT3/XBP1/RICTOR/TNFAIP3/AREG/EREG"
"Neutrophils","GO:0006954","inflammatory response",-1.5576575221376,3.05557548229451e-05,0.0229875961136824,0.0192496295615229,487,"CYLD/ZP3/TLR5/GRN/HLA-E/ACVR1/AIMP1/HLA-DRB1/IL10RA/RIPK2/CCRL2/HBB/RHBDF2/IL17RC/GZMA/ADCY7/HMOX1/TRAF2/NR4A3/MAPK8/TLR7/LPL/KDM6B/HDAC9/FCGR2B/CUL1/BIRC3/CHID1/C5AR2/SERPINF2/ADAM17/AHR/CSNK1A1/HBA2/ZDHHC9/AIM2/LPCAT3/BCL6/APPL1/LATS1/CD47/TFRC/TMIGD3/DHX33/ZEB2/PTPN22/PDCD4/CD163/F2RL1/PLK2/CLOCK/ZC3H12A/CD68/C5AR1/CLEC7A/IFNGR1/DDX3X/BLOC1S6/TNFRSF1A/ACER3/HIF1A/FFAR2/NFKBIZ/BLNK/CXCL1/NAPEPLD/TBK1/NR1D1/TICAM1/KLF4/PTGS2/SLAMF8/TXNIP/PIK3CG/CASP3/IL15/NLRP3/CXCR4/TRAF5/UACA/ZNF580/PER1/CCL3L1/LDLR/IGHG1/C3AR1/IL1B/EZH2/RB1/PTGFR/IL10/OSM/CCR1/ARNT/CHUK/HAVCR2/CD69/ZFP36/NAMPT/CCL3/IL6/NFKBIA/NEAT1/ADM/NR4A1/STAT3/XBP1/FFAR3/FOS/CXCL2/IL1R2/PTX3/CLEC12A/ELANE/NAIP/CXCL3/CXCL8/TNFAIP3/MAP3K8/NR1H3/NR1D2/PLD3"
"B_cells","GO:0009205","purine ribonucleoside triphosphate metabolic process",-1.74852478113157,0.000273391598044882,0.023440798128663,0.0133426464435401,107,"ADPGK/MT-ND3/NDUFB1/LRRK2/NDUFB3/TMSB4X/ATP5F1D/NDUFA11/NDUFS7/NADK/NDUFA13/HK3/TSPO/AK2/NDUFA1/SDHB/NDUFS6/NDUFB8/ZBTB7A/GPI/MT-ND1/NDUFS5/ATP5F1C/PGK1/IMPDH1/FBP1/NDUFB9/NDUFA12/PKM/TPI1/ATP5PB/MT-ND4L/ATP5F1B/ATP5PO/ATP5MC3/GIMAP7/ENO1/GAPDH/MT-ATP8/ALDOA/VCP"
"T_cells_unresolved","GO:0030097","hemopoiesis",-1.51966827590767,0.00018348489595547,0.0235961576198734,0.0214794495758757,422,"JAGN1/ST3GAL1/FADD/SLC1A5/RASGRP1/PSMA2/UFL1/KLF13/OGT/LYAR/TFE3/PSMA3/HLA-DRB1/MR1/MFHAS1/STAT4/FCRL3/PITHD1/NFE2L2/SLAMF1/RELB/ITGB1/NR3C1/HDAC5/CD74/KLF6/STAT5B/SNRK/PTPN22/PTBP3/RORA/GLUL/KAT6A/MYB/TPM4/RTKN2/SMARCC1/TET2/RHOH/ACTB/KLF3/OSTM1/PSMB3/GLRX5/CDK6/IRF2BP2/TFRC/PSMA4/ICOS/RABL3/NUDT21/KAT7/IRF4/TNFSF8/TP53/STAT3/DNAJB9/ANXA2/HEATR3/DMTN/HLA-DRA/DCAF1/NFKBIZ/CRTAM/XBP1/AHSP/ZFP36/BLVRB/RUNX2/SPI1/TNFSF13B/SOCS3/HSPA1A/HBM/JUNB/FOS/SNX10/OPA1/HBA1/TRIM58/SOCS1/CTLA4/HBA2/CD69/HBB/HBD/ALAS2"
"CD1C_DC","GO:0032732","positive regulation of interleukin-1 production",-1.87924096026259,0.000447842742045457,0.0236652900403735,0.0166619260515425,41,"CASP1/HAVCR2/JAK2/CCL3/RIPK2/IFI16/MALT1/TLR8/SMAD3/CLEC7A/MEFV/EGR1/NAIP/GBP5/STAT3"
"CD1C_DC","GO:0071496","cellular response to external stimulus",-1.8709297370789,0.000441613090301394,0.0236652900403735,0.0166619260515425,40,"TMEM87A/CASP1/BAK1/PTGER4/MAP3K1/TLR8/IL1B/TNFRSF1A/BCL10/LTBR/IRF1/TLR5"
"CD14_CD163_macrophage","GO:0006953","acute-phase response",-1.99711554362052,0.00028766215895811,0.0243973468566347,0.0176834460015823,13,"CD163/TFRC/PLSCR1/STAT3/IL10RB/APOL2/IL1B"
"Mast_cells","GO:0007155","cell adhesion",-1.59842956273183,0.00081991062204427,0.0248376372919273,0.014708146069694,148,"RAC2/PSMA5/MSN/BSG/RNF7/HSPD1/MACF1/MYL12A/S100A10/DOCK8/PNN/JAK1/MDK/ANKRD28/STK4/PTEN/HLA-DRB1/PTPRC/HLA-DRA/TPM1/ROCK1/CD164/BRD2/RIPOR2/B2M/PSMA4/PECAM1/CD44/TMX1/PSMA7/SPINT2/RTN4/MYH9/KIT/ACTB/LGALS1/CD99/AIF1/ZYX/YTHDF2/XBP1/ACTG1/ETS1/HLA-E/MYADM/EGFL7/JUP/CSF3R/RHOH/IGFBP7/SMARCA4/CALR/HLA-A/IRF1/SELL/DUSP1/NFKBIZ/CD69"
"Mast_cells","GO:0019883","antigen processing and presentation of endogenous antigen",-1.85565977377592,0.000834925446325075,0.0248637967659857,0.0147236369700979,12,"HLA-DRB1/HLA-DRA/HLA-C/B2M/HLA-B/CD74/HLA-E/HLA-A"
"B_cells","GO:0017148","negative regulation of translation",-1.91815739924653,0.000303171439366877,0.0250657815047971,0.0142675969740374,41,"SERBP1/NCL/CELF1/PCIF1/TNRC6B/GZMB/CAPRIN1/RPL13A/CIRBP/RACK1/CALR/ATF4/RGS2/EIF2AK2/YBX1/BTG2/RPS3/ZFP36/GAPDH"
"GZMK_gamma_delta_T","GO:0046637","regulation of alpha-beta T cell differentiation",-2.08240645149889,2.10942630653265e-05,0.025195346554957,0.0150788018905614,44,"ZBTB16/EP300/OPA1/SOCS1/AP3B1/HMGB1/MALT1/RUNX3/BRD2/ZNF683/HLA-DRB1/LGALS1/TBX21/CBFB/NFKBIZ/ZBTB7B/SLC4A2/JUNB/IL12RB1/PNP/ANXA1/PRDM1/CD69"
"GZMK_gamma_delta_T","GO:0043408","regulation of MAPK cascade",-1.65420488881857,2.45449065318626e-05,0.025195346554957,0.0150788018905614,252,"TAB3/RGS2/SOD1/TAOK3/AKAP13/CDK12/CIB1/CRACR2A/MAP3K4/PELI2/MAP2K7/MYDGF/LAT/GSTP1/GRAP2/HMGB1/NELFE/SHOC2/HIPK3/TENM1/HRAS/KSR1/CD44/GLIPR2/GADD45B/BTLA/ZNF622/DSTYK/NAIP/MFHAS1/P2RX7/PRKD2/SLAMF1/PHB2/MDFIC/TMEM219/PDGFB/ZNF675/NF1/DUSP4/EIF3A/TRAF2/TRAF6/DNAJC27/IL2RB/ARL6IP5/LAX1/CFLAR/PTPN22/VRK2/MAP3K5/JAK2/MAPK3/TNF/SLA/DUSP2/TAOK1/DUSP1/NOTCH2/PRXL2C/PER1/ADAM8/SLCO3A1/MINK1/ERN1/CYLD/ITGB1BP1/OSM/XBP1/DUSP5"
"CD14_CD163_macrophage","GO:0009617","response to bacterium",-1.56174338213948,0.000303727556213213,0.0252341812519182,0.0182899921120352,267,"EMILIN2/RAB1A/NFKB2/IL18/HMGB1/PPARD/TNIP1/IL10RA/SMAD3/JAK2/TRIB1/TRAV5/TSPO/BCL10/CD86/CXCL2/IRAK3/PLAA/HLA-B/CD55/TNFRSF1B/TRAV13-1/ALAD/CSF2RB/PLSCR3/GRN/CX3CR1/OPTN/GCH1/CD40/NFKBIZ/TLR1/CASP8/RIPK2/CD68/GBP1/ABCA1/GBP5/PDE4B/RAB7A/HLA-E/PLCG2/HNRNPA0/SLC9A9/TLR6/TRAV17/AKAP8/HLA-DRB1/HLA-A/NFKBIB/PAF1/AKIRIN2/CXCL10/MALT1/XBP1/ERBIN/TRAV10/RAB14/GBP4/SOD2/CXCL8/ZFP36/PTPN22/IL1B/NLRP3/FOS/IGHA1/NAIP/NR4A1/TNFAIP3"
"CD14_CD163_macrophage","GO:0031667","response to nutrient levels",-1.54314821126852,0.000315125101277754,0.0256574857460347,0.0185968075296265,263,"PPARD/RIPOR1/YWHAZ/SLC27A4/MIOS/YME1L1/TSPO/BCL10/AQP3/EIF2S1/PRR5/PTER/ARSB/PIM1/DEPDC5/WDR45B/NFE2L2/TPCN2/ALAD/EIF2AK4/LRRK2/BECN1/PRKAG1/CD40/NFKBIZ/OXCT1/ATF4/VAMP7/CD68/KYNU/PIK3C3/ABCA1/CSNK1A1/MDM2/EP300/TFRC/ATF2/TBC1D5/UPP1/ITFG2/PMAIP1/PRKAA1/WRN/DRAM1/TRIM25/PLIN2/BCKDHB/GCLM/ATG5/SNW1/FAS/ZEB2/BABAM2/CXCL10/XBP1/CPEB4/ATF3/SOD2/KLF10/ZFP36/CPT1A/FOS/GABARAPL1/ACSL1/PDK4/CDKN1A"
"IFN_activated_DC","GO:0001539","cilium or flagellum-dependent cell motility",-1.94442103310524,0.000344273106908681,0.0260132759580199,0.0236342878281543,41,"PSMB3/PSME3/MKKS/RFX3/NME7/PSMA2/PSMB7/ATP2B4/PSME4/PSMB2/YIF1B/PSMA3/SLC9B2/TUBB4B/BBS1/KIF9/PSMA6/TUBA1A/CEP78"
"IFN_activated_DC","GO:0060285","cilium-dependent cell motility",-1.94442103310524,0.000344273106908681,0.0260132759580199,0.0236342878281543,41,"PSMB3/PSME3/MKKS/RFX3/NME7/PSMA2/PSMB7/ATP2B4/PSME4/PSMB2/YIF1B/PSMA3/SLC9B2/TUBB4B/BBS1/KIF9/PSMA6/TUBA1A/CEP78"
"IFN_activated_DC","GO:0060294","cilium movement involved in cell motility",-1.92053854809581,0.000352229374122164,0.0260925995183046,0.0237063570230664,39,"PSMB3/PSME3/MKKS/NME7/PSMA2/PSMB7/ATP2B4/PSME4/PSMB2/YIF1B/PSMA3/SLC9B2/TUBB4B/BBS1/KIF9/PSMA6/TUBA1A/CEP78"
"CD1C_DC","GO:2000316","regulation of T-helper 17 type immune response",-1.93614628524802,0.000530869654334452,0.026397807892497,0.0185857989603016,21,"BRD2/RC3H1/MALT1/JAK3/CLEC7A/JUNB/CD69/NFKBIZ"
"CD1C_DC","GO:0061614","miRNA transcription",-1.91144195129366,0.00053523535872865,0.026397807892497,0.0185857989603016,32,"HIF1A/FOXO3/NR3C1/SMAD3/KLF4/EGR1/JUN/FOS/STAT3"
"CD1C_DC","GO:0002697","regulation of immune effector process",-1.64993437100234,0.000523749560522238,0.026397807892497,0.0185857989603016,163,"IRAK3/CD1E/SLC15A4/NOD2/VAMP8/NR4A3/ADGRE2/HLA-A/IL18/ZBTB1/PDPK1/HLA-B/CD300A/GALNT2/CD22/TNFRSF14/BRD2/RC3H1/HAVCR2/FCGR2B/MLH1/DNAJB9/ICAM1/HLA-C/WAS/PTPRC/MALT1/SASH3/FUT7/TNFSF13/JAK3/IL1B/GRN/LAPTM5/CLEC7A/DHX58/CD1D/GAB2/BCL10/DDX60/JUNB/HLA-E/RSAD2/CD69/CD55/NFKBIZ"
"Naive_T_TCF7_","GO:2000630","positive regulation of miRNA metabolic process",-1.98579924584307,0.000176733680146467,0.0264116519987133,0.0204778029852968,34,"NFKB1/NOTCH2/STAT3/EGR1/MYB/SREBF2/FOS/JUN/NEAT1"
"SIGLEC1_macrophage_monocyte","GO:0048871","multicellular organismal-level homeostasis",-1.6862688584244,7.74446656495295e-05,0.026582881484201,0.0198399525376429,173,"VCL/PRKACA/RPS19/PPP2CA/LTB/VPS13B/STK11/CSK/CXCR4/TLE3/GPBAR1/PICALM/EGR1/HSPA1A/PLAC8/CTSH/ARAP1/TLR4/HMGB1/ZEB2/RPS17/PRKAR1A/ANXA1/PSMA6/ADIPOR1/PSMB9/TFRC/PSMB1/NFKBIZ/RCOR1/IKZF1/JAK3/ACSL1/ID2/PTPN2/PSMA7/TPP1/PTBP3/SIVA1/ACTG1/BSG/RAB7A/IL1B/ACTB/RPS24/NOTCH1/RAC2/RPS14/CEBPB/LYN/STAT1/GLUL/ZFP36/G0S2"
"CD14_CD163_macrophage","GO:0050778","positive regulation of immune response",-1.44363078674056,0.000334128781042087,0.0266713385808301,0.019331658411692,498,"IL18/CARD11/PJA2/BTN3A1/UBR2/HMGB1/TLR5/IL12RB1/TNIP1/KLRC1/CD3G/PTPRC/CCR2/PRNP/BCL10/ITCH/LRCH4/SASH3/IFNG/DDX3X/LPXN/CD86/TIFA/IRAK3/CBLB/EIF2B5/KLHL22/HLA-B/CD55/MS4A1/IFIH1/EIF2AK4/CFD/HLA-DMB/BECN1/ABL1/XRCC5/MFHAS1/PARK7/NFKBIZ/CLEC2B/CYLD/TLR1/MICB/DDX60/RNF135/RIPK2/GBP1/TAX1BP1/PIK3C3/BCL2/EIF2B2/CSNK1A1/BTN2A1/GBP5/PDE4B/HLA-E/ZBTB1/WDFY1/PUM1/BRD2/EP300/PLCG2/EIF2B3/NMI/TFRC/BIRC3/HLA-DRA/SERPING1/TLR6/GPATCH3/HLA-C/CD74/PLSCR1/FFAR2/FADD/HLA-DRB1/HLA-A/PRKAA1/PLD3/SLC46A2/RALB/SOS1/EIF2B4/TRIM25/C3AR1/IRF1/PTPN2/PHPT1/CLEC7A/PARP9/FCN1/AKIRIN2/MALT1/SLAMF6/XBP1/TBK1/PUM2/ERBIN/LCP2/CPT1A/PTPN22/IL15/FCRL3/IL1B/NLRP3/HLA-DPA1/IGHA1/NAIP/NFKBIA/HLA-DPB1/TNFAIP3"
"Mast_cells","GO:0009628","response to abiotic stimulus",-1.57312753723323,0.000911392741475466,0.0266886174462066,0.0158042441470298,134,"YWHAE/MDK/DYNLRB1/PTEN/PTPRC/FOSB/IFI16/TXNIP/HSP90B1/MT-CYB/DDX3X/CIRBP/SUMO1/PECAM1/PGK1/ID2/DNAJB6/HSBP1/RCSD1/CNN2/YBX3/RTN4/KIT/NFKBIA/SLC38A2/COPS3/STAT3/MT-ND3/DDIT4/GSN/BTG2/HDAC2/JUP/FIS1/CALR/IRF1/AVP/DUSP1/EGR1/FOS"
"B_cells","GO:0009141","nucleoside triphosphate metabolic process",-1.72333506420779,0.000337310880423582,0.0269267133855377,0.0153268508443171,112,"LRRK2/NDUFB3/TMSB4X/ATP5F1D/NDUFA11/NDUFS7/NADK/NDUFA13/HK3/TSPO/AK2/NDUFA1/SDHB/NDUFS6/NDUFB8/ZBTB7A/GPI/MT-ND1/NDUFS5/ATP5F1C/NUDT16/PGK1/IMPDH1/FBP1/NDUFB9/NDUFA12/PKM/TPI1/ATP5PB/MT-ND4L/ATP5F1B/ATP5PO/ATP5MC3/GIMAP7/ENO1/GAPDH/MT-ATP8/ALDOA/VCP"
