"celltype","Description","NES","p.adjust","setSize","core_enrichment"
"Naive_B","tube development",1.64761735721268,0.0182865919544465,274,"AKT1/HECA/VEGFB/PTPRJ/CTSZ/PTPN6/TLR9/GNAI2/HIPK2/ZNF358/CDC42/ADAM8/PKM/PRCP/PGK1/BSG/QKI/CYBB/SRF/CCM2/ITGB2/CSNK2B/ACTG1/ALOX5/SYK/JMJD8/HSPB1/ADIPOR2/VASP/ROCK2/HHEX/BAG6/EPN1/EHD4/PHF14/SIRT6/SCRIB/MTHFD1/MME/CAT/FUZ/PACSIN2/PDCD6/SKI/ECE1/DSP/MARCKS/DVL1/KRIT1/JUP/MTHFD1L/RAP1A/ATP5F1B/HGS/ENG/SSBP3/KDM2B/HK2/VAV2/RHOA/BASP1/CTNND1/ROCK1/MYH9/DEAF1/CD24/PRICKLE1/RNF213/FMNL3/TNFSF12/TGFB1/ERAP1/GLUL"
"pDC","myotube differentiation",1.97991097348819,0.020358187446764,59,"PLEKHO1/RPL7/RPL9/RPL24/RPL30/RPL12/RPL19/RPL23/RPL34/RPL32/RPL10/CD81/RPL27/RPL39/RPL18A/RPL17/RPL41/NACA/RPLP2/RPL11/RPL35A/RPL21/RPL7A/RPL36/RPL36A/UBA52/RPL8/RPL31/RPL37/RPL29"
"T_cells_unresolved","muscle system process",1.66081640941234,0.0213875932051286,156,"PABPN1/RPL21/RPL23/GRK2/GAA/RPL27/SMAD4/TPM1/RPL9/LTB4R/RPL34/JUND/RPL36A/NOTCH1/PPP1R12B/RPL35/RPL10A/BIN1/RPL31/FOXO1/RPL41/RPL17/DAPK3/RPL38/RPL35A/RPL23A/RPL13/C12orf57/RPL4/RANGRF/RPL37/PDGFRB/UBA52/RPL30/RPL13A/YY1/RPL18A/RPL36/SRF/RPL11/CAMK2D/RPL5/TMOD3/PIK3C2A/ENO1/AKAP9/RPL10/RPL12/RPL37A/RPL24/RPL28/TTN/RPL14/RPL29/FOXO3/CD38/RPL19/HSP90AA1/PROK2/RPL7A/RPL18/ARRB2/RPLP2/RPL7/RPL32/SMAD7/GNAS/CYBA/RPL15/NMUR1/CACNA2D2/VPS54/RPL39/PPP3CA"
"pDC","striated muscle cell differentiation",1.91368749027816,0.023035142721517,75,"YY1/PLEKHO1/RPL7/RPL9/TGFB1/RPL24/MTLN/RPL30/KAT2A/RPL12/RPL19/CACYBP/RPL23/RPL34/RPL32/RPL10/CD81/GSK3A/RPL27/RPL39/RPL18A/RPL17/RPL41/NACA/RPLP2/RPL11/RPL35A/RPL21/RPL7A/RPL36/RPL36A/UBA52/RPL8/RPL31"
"Activated_CD4_T","muscle structure development",1.62234449583509,0.0239549098861912,262,"YY1/PLEKHO1/PDLIM2/UNC45A/SEMA4C/KAT2A/HDGFL2/ACTN1/ZFPM1/ZNF609/HDAC5/MTLN/FLII/ID3/SMARCC2/PAXBP1/MRTFA/VRK3/MYH11/RBM38/PIEZO1/NEURL1/SIRT1/SMARCA4/TMEM182/PDLIM1/RPL12/QKI/TGFB1/S1PR1/CDK9/RCAN1/MAML1/GSK3A/NOG/BIN1/PTBP1/OLFM2/TPM1/TOMM70/SMAD4/SMARCC1/AKIRIN1/BRD7/TCF7L2/ZBED6/MEF2B/DAG1/PDCD4/USP19/COL6A3/CHRNB1/OBSCN/EID2/EEF2/ACTN4/ARID1A/PHF10/REST/KDM1A/CAMK1/SMARCA2/S100B/RPL5/NFATC1/ACVR1/RPL36/RPL30/CD164/RPL9/TMOD2/SFMBT1/CTNNB1/RPL36A/RPL11/RPL7/CASP7/RPL21/RPL4/SRF/ZFP36L1/SMARCE1/RPL28/RPLP2/KMT5B/ZNHIT1/RPL23/NACA/DOCK2/MEF2D/RPL41/CACYBP/PLCB1/RPL38/RPL34/XKR8/PRR14/CD81/FOXK1/FXR1/ASB2/SELENON/EHMT1"
"Naive_T_TCF7_","striated muscle cell differentiation",1.79980515760412,0.0242080358153213,113,"YY1/PLEKHO1/CD9/HDAC5/WDR1/RPL4/RPL30/RPL12/RPL5/DMPK/SKI/ATP11A/GSK3A/RPL11/RPL9/MTLN/RPL17/SELENON/OBSCN/RPL7A/CSRP1/RPL21/NACA/RBM38/RPL34/RPL7/RPL32/RPL6/RPL18A/TGFB1/CD81/RPL10/KAT2A/RPL28/RPL39/RPL19/RPL24/RPL29/RPL35A/RPL36A/RPL10A/CHUK/CD53/RPL23/RPL36/RPL38/RPL41/COL6A1/MYH11/MAML1/RPL31/RPL27/RPLP2/NEURL2/RPL18/RPLP0/RPL15/PPARA"
"Naive_T_TCF7_","embryo development",1.60987559525811,0.0242080358153213,245,"ZNF358/YY1/MBD2/LFNG/ID3/DVL1/MBD3/HIPK2/STOX1/ITGB2/SEMA4C/HDAC1/SEPTIN7/BAG6/SOX8/NOG/NLRP2/ROCK1/FUT8/KMT2A/SRF/TPRN/FURIN/LEO1/ATP6AP2/NPHP3/PPP1R35/PBX3/BAP1/VPS54/LRP6/SKI/DVL2/UBR3/ZNF281/TCOF1/KCNQ1/YBX1/POGLUT1/NR2C2/XYLT1/HOXB4/SMAD1/DEAF1/RARG/SSBP3/KDM2B/TFPT/PLCB1/CTNNB1/HSCB/HDAC2/CHD7/ZNF568/ACTR8/MCRS1/CDC42/TGFBR1/PKD2/TGFB1/PKD1/RACK1/CREBBP/RPL10/HDAC3/TET1/REST/ZBED3/BRD3/KAT2A/HIPK1"
"Plasma_cells","striated muscle cell differentiation",1.76852410410582,0.0250124708627162,117,"MTLN/RPL28/CD9/RGS2/NOTCH1/RPLP2/TGFB1/RPL19/RPL11/YY1/RPL23/RPL10/RPL37/RPLP1/RPL9/RPL21/RPL7/CD81/RPL31/RPL36A/FLII/RPL30/PLEKHO1/RPL41/CD53/RPL36/RPL12/RBM38/FOXP1/ACVR1/KDM6B/HDAC5/RPL32/RPL35/RPL34/UBA52/TOMM70/RPL39"
"Naive_B","circulatory system development",1.49865748867184,0.0255988503915789,332,"MBD2/PTEN/AKT1/VEGFB/PTPRJ/GSK3A/LYL1/PTPN6/GNAI2/HIPK2/G6PD/CDC42/ADAM8/FES/PKM/PRCP/PGK1/BSG/QKI/CYBB/SRF/CCM2/ITGB2/ACTG1/ALOX5/SYK/JMJD8/HSPB1/ADIPOR2/ROCK2/HHEX/EPN1/EHD4/SIRT6/NCOA6/SMG9/VGLL4/MTHFD1/SMYD2/PDLIM1/YY1/ADAP2/KAT2A/PACSIN2/DUSP6/PDCD6/SKI/ECE1/DSP/PDLIM2/DVL1/KRIT1/JUP/RAP1A/ATP5F1B/HGS/ENG/HECTD1/HK2/VAV2/RHOA/BASP1/CTNND1/ROCK1/MYH9/STK11/PRICKLE1/RNF213/FMNL3/TNFSF12/TGFB1/ERAP1/GLUL/GTF2I/PECAM1/ZFPM1/TOMM70/NFATC1/KAT2B/RNH1/SOX4/RTN4/KRAS/PDCD4/PRMT1"
"NK","embryonic morphogenesis",1.76734432428404,0.0258533575165751,113,"ZNF358/DVL1/KIF16B/TPRN/BRD3/CHD7/NPHP3/ITGA5/NECTIN1/ZNF568/YBX1/HIPK2/CREBBP/SRF/KDM6B/ECE1/RARG/TBX1/PPP1R35/UGDH/DEAF1/HIPK1/DVL2/ROCK2/LEO1/BMPR2/CTR9/KDM2B/MYADM/APOA1/TGFB1/C2orf49/PAF1/ENG/REST/MICAL2/NOTCH2/HOXB4/WNK1/SEMA4C/DLL1"
"Naive_B","anatomical structure formation involved in morphogenesis",1.45987546676612,0.0287964920481144,360,"LFNG/AKT1/VEGFB/PTPRJ/PTPN6/GNAI2/HIPK2/TMOD3/PLEKHO1/ADAM8/PKM/PRCP/PGK1/FURIN/BSG/QKI/ADAM9/CYBB/SRF/GNAS/CCM2/ITGB2/SOCS7/ACTG1/ALOX5/SYK/JMJD8/HSPB1/ADIPOR2/RELT/CD81/VASP/ROCK2/HHEX/TIGD5/FLII/EPN1/EHD4/OBSCN/SIRT6/SCRIB/MTHFD1/HDAC1/RPL7/FUZ/PACSIN2/CASP3/AHDC1/PDCD6/SKI/KRIT1/JUP/MTHFD1L/ATP5F1B/HGS/ENG/SSBP3/KDM2B/HK2/VAV2/SH3PXD2A/RHOA/MYL9/CTNND1/TCOF1/ROCK1/MIOS/MYH9/TPM4/DEAF1/PRICKLE1/TAF10/RNF213/RPL36A/KLHL12/FMNL3/TNFSF12/TGFB1/ERAP1/GLUL"
"CD14_CD163_macrophage","muscle system process",1.62922603347067,0.0304778725155964,173,"TPM1/RPL36/GSTM2/PABPN1/RPL27/RPL17/AKAP9/RPL32/RPL10A/GNAS/RPL24/RPL11/RPL30/RPL4/RPL12/GAA/RPL34/RPL9/YY1/FOXO1/GSN/RPL36A/RPL18A/VPS54/RPL21/CACNA2D4/ARHGEF11/LTB4R/GAMT/PRKACA/IL6ST/RPL19/RPL5/RPL10/RPL38/UBA52/RPL28/RPL35A/RPL18/RPL23/RPL29/RPL39/TNNI2/RPL41/RPL14/RPLP1/RPL15/PIK3CA/RPLP2/SNTB1/GRK2/RPL37/RPL31/RPL7/MAP2K1/SRF/RPL13"
"Platelets","regulation of myoblast fusion",2.1476533684757,0.0306972708929481,51,"PLEKHO1/RPL7/RPL36/RPL36A/MAPK14/RPL17/UBA52/RPL27/EHD1/RPL24/RPL34/RPL9/RPL41/RPL21/RPL31/RPL12/RPL35A/RPL38/RPL18/RPL39/RPL30/RPL28/RPL23/RPL4/RPL10A/RPL7A/RPL37/RPLP2/RPL19/RPL15/RPL32"
"Platelets","negative regulation of myoblast fusion",2.13956954343934,0.0306972708929481,45,"RPL7/RPL36/RPL36A/RPL17/UBA52/RPL27/RPL24/RPL34/RPL9/RPL41/RPL21/RPL31/RPL12/RPL35A/RPL38/RPL18/RPL39/RPL30/RPL28/RPL23/RPL4/RPL10A/RPL7A/RPL37/RPLP2/RPL19/RPL15/RPL32"
"Platelets","myoblast fusion",2.12711166386238,0.0306972708929481,56,"PLEKHO1/RPL7/RPL36/RPL36A/MAPK14/RPL17/UBA52/CD81/RPL27/EHD1/RPL24/RPL34/RPL9/RPL41/RPL21/RPL31/RPL12/RPL35A/RPL38/RPL18/RPL39/RPL30/RPL28/RPL23/RPL4/RPL10A/RPL7A/RPL37/RPLP2/RPL19/RPL15/RPL32"
"Memory_atypical_B","cardiac muscle tissue development",1.94647144342138,0.0310701905542992,55,"MBD2/FES/ZFPM1/DSP/FOXP1/GSK3A/TOMM70/ENG/MBD3/YY1/ARRB2/TGFB1/G6PD/HOPX/FKBP1A/PDLIM5/S1PR1/MAML1/TTN/KAT2A/KRAS/NOTCH1"
"CD1C_DC","regulation of myoblast fusion",1.87143213980865,0.0336171983306531,51,"CAPN2/RPL27/RPL23A/RPL36/RPLP2/RPL12/RPLP0/UBA52/RPL21/RPL31/RPL24/RPL5/RPL9/RPL23/RPLP1/RPL36A/PLEKHO1/RPL41/RPL7/RPL32/RPL17"
"CD14_CD163_macrophage","respiratory tube development",2.06163802203145,0.035186386849367,18,"HECA/CEBPA/NPHP3/SREBF1/CDC42/CRISPLD2/SRSF6/PKD1/PHF14/BAG6/CTSZ"
"CD1C_DC","myoblast fusion",1.87188599931166,0.0353552453930703,56,"CAPN2/CD81/CD9/RPL27/RPL23A/RPL36/RPLP2/RPL12/RPLP0/UBA52/RPL21/RPL31/RPL24/RPL5/RPL9/RPL23/RPLP1/RPL36A/PLEKHO1/RPL41/RPL7/RPL32"
"Memory_atypical_B","regulation of muscle system process",1.76500158456125,0.0356067884874185,75,"GRK2/DSP/FOXO1/CAMK2D/FOXP1/GSK3A/TOMM70/ADRB2/YY1/GNAS/JUP/ARRB2/PRKACA/JUND/ENO1/BIN1/G6PD/FKBP1A/C12orf57/ROCK2/SUMO1/NOTCH1/DAG1/SRI/PARP1/GSTO1"
"Memory_atypical_B","positive regulation of cell development",1.61556531531134,0.0356067884874185,190,"BRD4/FES/IL2RG/VSIR/SPI1/LGALS9/SYK/BTK/ZMIZ1/SEMA7A/QKI/GDI1/JUP/RUFY3/EP300/TRPV2/LIMK1/TWF2/TGFB1/PNP/IL2RB/LILRB4/HLA-DRB1/HCLS1/LYN/BIN1/FXR2/ARID1A/SOX4/CLCF1/ANAPC2/SRRT/PBRM1/CORO1C/PIK3R6/SMARCC2/ADAM8/SNW1/SIRT2/ZAP70/SMARCB1/FMR1/PCID2/CX3CR1/ANXA1/SOX12/TYROBP/HLA-DRA/NOTCH1/IL4R/DAG1/VIM/ACTB/SMARCE1/BMPR2/LEF1/SPINT1/CD74/ACIN1/PRKCH/ANKRD27/RHOA/METRN/PAK1/PPP1CC/FADD/FXR1/ZBTB7B/TESPA1/ID2/DDRGK1/SMARCD2/NKAP"
"CD1C_DC","muscle contraction",1.67371385858986,0.0358283726147339,118,"GNAS/GSN/MYL6/RPL27/ENO1/RPL23A/RPL36/FKBP1A/GAA/MYL6B/RPLP2/SRI/RPL12/TNNI2/RPLP0/BIN1/CAMK2D/PABPN1/LTB4R/PRKACA/ADRB2/UBA52/RPL21/RPL31/RPL24/SLMAP/RPL5/RPL9/RPL23/RPLP1/ATP2B4/RPL36A/RANGRF/FLNA/RPL41/ARHGEF11/RPL7/RPL32/EMD/RPL17/RAP1GDS1/C12orf57/RYR1/ATP1A1/RPL14/RPL34/RPL10A/HSP90AA1/HSBP1/KCNE3/CD38/EEF2"
"CD14_CD163_macrophage","respiratory system development",1.9617291288345,0.0440365266653212,20,"CEBPA/NPHP3/SREBF1/CDC42/SKI/CRISPLD2/SRSF6/PKD1/PHF14/BAG6/CTSZ"
